1315	2.276	6.05E-03			
1320	2.276	6.11E-03			
1325	2.276	6.18E-03			
1330	2.276	6.25E-03			
1335	2.276	6.32E-03			
1340	2.275	6.39E-03			
1345	2.275	6.46E-03			
1350	2.275	6.53E-03			
1355	2.275	6.60E-03			
1360	2.275	6.67E-03			
1365	2.274	6.74E-03			
1370	2.274	6.82E-03			
1375	2.274	6.89E-03			
1380	2.274	6.97E-03			
1385	2.274	7.04E-03			
1390	2.273	7.12E-03			
1395	2.273	7.19E-03			
1400	2.273	7.27E-03			
1405	2.273	7.34E-03			
1410	2.273	7.42E-03			
1415	2.272	7.50E-03			
1420	2.272	7.58E-03			
1425	2.272	7.66E-03			
1430	2.272	7.74E-03			
1435	2.272	7.82E-03			
1440	2.272	7.90E-03			
1445	2.271	7.98E-03			
1450	2.271	8.07E-03			
1455	2.271	8.15E-03			
1460	2.271	8.23E-03			
1465	2.271	8.32E-03			
1470	2.27	8.40E-03			
1475	2.27	8.49E-03			
1480	2.27	8.58E-03			
1485	2.27	8.66E-03			
1490	2.27	8.75E-03			
1495	2.269	8.84E-03			
1500	2.269	8.93E-03			
1505	2.269	9.02E-03			
1510	2.269	9.11E-03			
1515	2.269	9.20E-03			
1520	2.269	9.29E-03			
1525	2.268	9.38E-03			
1530	2.268	9.47E-03			
1535	2.268	9.57E-03			
1540	2.268	9.66E-03			
1545	2.268	9.76E-03			
1550	2.267	9.85E-03			
1555	2.267	9.95E-03			
1560	2.267	1.01E-02			
1565	2.267	1.01E-02			
1570	2.267	1.02E-02			
1575	2.267	1.03E-02			
1580	2.266	1.04E-02			
1585	2.266	1.05E-02			
1590	2.266	1.06E-02			
1595	2.266	1.07E-02			
1600	2.266	1.08E-02			
1605	2.266	1.10E-02			
1610	2.265	1.11E-02			
1615	2.265	1.12E-02			
1620	2.265	1.13E-02			
1625	2.265	1.14E-02			
1630	2.265	1.15E-02			
1635	2.264	1.16E-02			
1640	2.264	1.17E-02			
1645	2.264	1.18E-02			
1650	2.264	1.19E-02			
1655	2.264	1.20E-02			
1660	2.264	1.21E-02			
1665	2.263	1.22E-02			
1670	2.263	1.24E-02			
