300.0	2.18	1.50
350.0	2.24	1.03
400.0	2.34	0.87
450.0	2.45	0.77
500.0	2.54	0.68
550.0	2.58	0.59
600.0	2.65	0.50
650.0	2.72	0.40
700.0	2.88	0.31
750.0	2.97	0.22
800.0	2.94	0.11
850.0	2.81	0.04
900.0	2.74	0.03
950.0	2.69	0.02
1000.0	2.65	0.01
1100.0	2.61	0.00
1200.0	2.58	0.00
1300.0	2.57	0.00
1400.0	2.56	0.00
1500.0	2.56	0.00
2000.0	2.55	0.00
2500.0	2.55	0.00
