310.0		3.828		1.885
311.5		3.832		1.83
313.1		3.814		1.801
314.7		3.802		1.773
316.3		3.797		1.746
317.9		3.788		1.725
319.5		3.791		1.69
321.2		3.784		1.657
322.9		3.774		1.637
324.6		3.77		1.619
326.3		3.765		1.588
328.0		3.755		1.564
329.7		3.744		1.547
331.5		3.73		1.533
333.3		3.722		1.516
335.1		3.711		1.507
336.9		3.702		1.494
338.8		3.704		1.484
340.6		3.698		1.476
342.5		3.7			1.458
344.4		3.692		1.455
346.3		3.687		1.449
348.3		3.689		1.44
350.2		3.682		1.43
352.2		3.68		1.419
354.2		3.675		1.412
356.3		3.672		1.406
358.3		3.667		1.405
360.4		3.667		1.398
362.5		3.665		1.395
364.7		3.665		1.39
366.8		3.667		1.381
369.0		3.666		1.381
371.2		3.667		1.38
373.4		3.671		1.377
375.7		3.671		1.373
378.0		3.674		1.373
380.3		3.674		1.37
382.7		3.676		1.372
385.0		3.682		1.378
387.5		3.692		1.378
389.9		3.697		1.371
392.4		3.706		1.38
394.9		3.715		1.386
397.4		3.722		1.383
400.0		3.736		1.387
402.5		3.749		1.389
405.2		3.756		1.388
407.8		3.764		1.386
410.5		3.78		1.391
413.3		3.782		1.403
416.1		3.873		1.409
418.9		3.876		1.389
421.7		3.881		1.382
424.6		3.898		1.378
427.5		3.92		1.378
430.5		3.941		1.376
433.5		3.97		1.375
436.6		3.997		1.37
439.7		4.027		1.362
440.0		4.058		1.354
442.8		4.091		1.342
446.0		4.137		1.33
449.2		4.169		1.31
452.5		4.188		1.276
455.8		4.211		1.245
459.2		4.244		1.225
462.6		4.282		1.206
466.1		4.311		1.169
473.2		4.338		1.126
476.9		4.357		1.081
480.6		4.369		1.034
484.3		4.379		0.983
488.1		4.388		0.933
492.0		4.397		0.891
495.9		4.4			0.841
499.9		4.398		0.788
504.0		4.384		0.727
508.1		4.364		0.678
512.3		4.344		0.635
516.6		4.313		0.594
520.9		4.3			0.579
525.4		4.276		0.495
529.9		4.237		0.424
534.4		4.2			0.418
539.1		4.175		0.408
543.8		4.152		0.392
548.6		4.121		0.368
553.5		4.096		0.358
558.5		4.075		0.349
563.6		4.051		0.342
568.7		4.032		0.337
574.0		4.013		0.332
579.4		4			0.327
584.8		3.988		0.327
590.4		3.978		0.321
596.1		3.97		0.322
601.9		3.965		0.321
607.8		3.958		0.316
615.8		3.954		0.311
619.9		3.949		0.305
626.2		3.948		0.299
632.6		3.948		0.291
639.1		3.944		0.279
645.8		3.941		0.267
652.6		3.938		0.254
659.5		3.93		0.238
666.6		3.921		0.218
673.8		3.911		0.203
681.2		3.895		0.184
688.8		3.875		0.166
696.5		3.851		0.149
704.5		3.831		0.143
712.6		3.817		0.141
729.3		3.802		0.14
738.0		3.776		0.139
746.9		3.77 		0.141
756.0		3.784		0.148
765.3		3.768		0.152
720.8		3.767		0.01538
774.9		3.17		0.0129
784.7		3.78		0.0116
794.8		3.793		0.00759
805.1		3.798		0.0057
815.7		3.793		0.00337
826.6		3.787		0.0023
837.7		3.779		0.0014
849.2		3.767		0.0008458
861.0		3.755		0.0005148
873.1		3.743		0.000313
885.6		3.729		0.0001628
898.4		3.709		0.0000858
