310		3.645		2.548
320		3.751		2.271
330		3.775		2.078
340		3.793		1.943
350		3.821		1.837
360		3.85		1.733
370		3.87		1.641
380		3.886		1.558
389.9		3.914		1.483
400		3.935		1.411
410		3.954		1.356
420		3.981		1.304
430		4.013		1.254
440		4.069		1.207
450		4.145		1.139
460		4.215		1.031
470		4.265		0.889
480		4.275		0.748
490		4.226		0.59
499.9		4.166		0.482
520		4.032		0.356
560		3.846		0.214
574		3.786		0.185
582.1		3.76		0.183
593.2		3.731		0.161
610.8		3.701		0.146
619.9		3.681		0.113
629.4		3.649		0.095
642.4		3.611		0.077
685		3.576		0.057
729.3		3.503		0.045
774.9		3.462		0.0302
784.7		3.459		0.0231
794.8		3.458		0.0164
805.1		3.457		0.0103
815.7		3.455		0.00519
826.6		3.452		0.00237
837.7		3.448		0.00120
849.2		3.441		0.000541
861.0		3.429		0.000274
885.6		3.42		0.0000479
911.7		3.408		0.0000254
