206.64	0.91	2.28
207.51	1.17	2.58
208.38	1.3	2.73
209.26	1.34	2.79
210.14	1.33	2.8
211.04	1.33	2.83
211.94	1.34	2.86
212.85	1.34	2.89
213.77	1.35	2.93
214.69	1.36	2.97
215.63	1.36	3.01
216.57	1.37	3.06
217.52	1.39	3.1
218.48	1.4	3.14
219.44	1.41	3.2
220.42	1.43	3.25
221.4	1.44	3.3
222.39	1.46	3.36
223.4	1.48	3.41
224.41	1.51	3.48
225.43	1.54	3.56
226.46	1.58	3.64
227.5	1.64	3.72
228.54	1.7	3.8
229.6	1.78	3.89
230.67	1.87	3.97
231.75	1.98	4.05
232.84	2.1	4.12
233.93	2.25	4.17
235.04	2.4	4.19
236.16	2.55	4.2
237.29	2.7	4.19
238.43	2.83	4.17
239.58	2.96	4.14
240.75	3.09	4.11
241.92	3.22	4.06
243.11	3.34	3.98
244.31	3.44	3.9
245.52	3.53	3.81
246.74	3.6	3.71
247.97	3.66	3.63
249.22	3.72	3.56
250.48	3.76	3.48
251.75	3.81	3.41
253.03	3.84	3.36
254.33	3.89	3.31
255.64	3.94	3.25
256.96	4.01	3.18
258.3	4.06	3.1
259.65	4.11	3
261.02	4.14	2.91
262.4	4.17	2.81
263.8	4.18	2.71
265.21	4.18	2.62
266.63	4.17	2.53
268.08	4.14	2.45
269.53	4.11	2.37
271.01	4.07	2.31
272.49	4.04	2.26
274	4.01	2.22
275.52	3.98	2.18
277.06	3.95	2.15
278.62	3.92	2.13
280.19	3.89	2.11
281.78	3.87	2.09
283.39	3.85	2.08
285.02	3.83	2.08
286.67	3.81	2.06
288.34	3.79	2.06
290.02	3.78	2.06
291.73	3.78	2.06
293.46	3.76	2.06
295.2	3.75	2.06
296.97	3.75	2.07
298.76	3.75	2.08
300.57	3.75	2.09
302.4	3.75	2.1
304.26	3.76	2.12
306.14	3.77	2.13
308.04	3.78	2.15
309.96	3.79	2.17
311.91	3.8	2.19
313.89	3.83	2.22
315.89	3.86	2.26
317.91	3.89	2.3
319.96	3.93	2.35
322.04	3.99	2.41
324.14	4.07	2.48
326.28	4.2	2.56
328.44	4.37	2.63
330.63	4.6	2.66
332.85	4.87	2.61
335.1	5.15	2.45
337.37	5.36	2.19
339.69	5.46	1.89
342.03	5.46	1.6
344.4	5.41	1.37
346.81	5.32	1.18
349.25	5.23	1.03
351.73	5.14	0.91
354.24	5.05	0.82
356.79	4.97	0.73
359.38	4.89	0.66
362	4.82	0.62
364.66	4.75	0.57
367.36	4.68	0.52
370.11	4.62	0.49
372.89	4.57	0.46
375.71	4.52	0.43
378.58	4.47	0.4
381.49	4.42	0.38
384.45	4.38	0.36
387.45	4.34	0.34
390.5	4.3	0.32
393.6	4.27	0.31
396.75	4.23	0.29
399.95	4.19	0.27
403.2	4.16	0.26
406.51	4.13	0.24
409.87	4.1	0.23
413.28	4.08	0.22
416.76	4.06	0.21
420.29	4.03	0.2
423.88	4.01	0.19
427.54	4	0.18
431.25	3.98	0.18
435.04	3.95	0.16
438.89	3.94	0.14
442.8	3.92	0.12
446.79	3.9	0.1
450.86	3.88	0.03
454.99	3.85	0.03
459.2	3.82	0.07
463.5	3.77	0.02
467.87	3.73	0.01
472.32	3.73	0.01
476.87	3.69	0.01
481.5	3.66	0
486.22	3.64	0
491.03	3.63	0
495.94	3.61	0
500.95	3.57	0
506.06	3.54	0
511.28	3.55	0
516.6	3.53	0
522.04	3.53	0
527.6	3.55	0
533.27	3.46	0
539.07	3.47	0
544.99	3.46	0
551.05	3.45	0
557.24	3.43	0
563.57	3.42	0
570.05	3.41	0
576.68	3.4	0
583.46	3.36	0
590.41	3.36	0
597.52	3.36	0
604.81	3.35	0
612.27	3.34	0
619.93	3.32	0
627.77	3.32	0
635.82	3.31	0
644.08	3.29	0
652.55	3.29	0
661.25	3.28	0
670.19	3.27	0
679.37	3.27	0
688.81	3.25	0
698.51	3.25	0
708.49	3.25	0
718.75	3.24	0
729.32	3.23	0
740.21	3.22	0
751.43	3.22	0
762.99	3.22	0
774.91	3.21	0
787.21	3.18	0
799.9	3.18	0
813.02	3.19	0
826.57	3.18	0
840.58	3.17	0
855.07	3.16	0
870.07	3.16	0
885.61	3.15	0
901.71	3.14	0
918.41	3.13	0
935.74	3.13	0
953.73	3.13	0
972.43	3.12	0
991.88	3.12	0
1012.12	3.09	0
1033.21	3.05	0
1055.19	3.04	0
1078.13	3.05	0
1102.09	3.06	0
1127.14	3.07	0
1153.35	3.07	0
1180.81	3.08	0
1209.61	3.09	0
1239.85	3.08	0
1271.64	3.08	0
1305.11	3.08	0
1340.38	3.07	0
1377.61	3.07	0
1416.97	3.06	0
1458.65	3.06	0
1502.85	3.05	0
1549.81	3.05	0
1599.81	3.05	0
1653.14	3.05	0
1710.14	3.05	0
1771.22	3.05	0
1836.82	3.04	0
1907.46	3.04	0
1983.76	3.04	0
2066.42	3.04	0
2156.26	3.04	0
2254.28	3.03	0
2361.62	3.03	0
2479.7	3.03	0

